"model_id","model_name","industry","model_category","file_num","create_time","update_time"
"7021","NWHSJ-USteelAngle-L32x20x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7020","NWHSJ-USteelAngle-L25x16x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7019","NWHSJ-USteelAngle-L25x16x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7018","NWHSJ-USteel-C8-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7017","NWHSJ-USteel-C6.5-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7016","NWHSJ-USteel-C6.3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7015","NWHSJ-USteel-C5-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7014","NWHSJ-USteel-C16b-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7013","NWHSJ-USteel-C16a-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7012","NWHSJ-USteel-C14b-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7011","NWHSJ-USteel-C14a-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7010","NWHSJ-USteel-C12.6-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7009","NWHSJ-USteel-C12-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7008","NWHSJ-USteel-C10-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7007","NWHSJ-Nut-C41M8-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7006","NWHSJ-Nut-C41M6-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7005","NWHSJ-Nut-C41M5-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7004","NWHSJ-Nut-C41M42-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7003","NWHSJ-Nut-C41M36-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7002","NWHSJ-Nut-C41M30-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7001","NWHSJ-Nut-C41M24-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7000","NWHSJ-Nut-C41M20-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6999","NWHSJ-Nut-C41M16-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6998","NWHSJ-Nut-C41M12-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6997","NWHSJ-Nut-C41M10-000AA_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6996","NWHSJ-Nut-C41M10-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6995","NWHSJ-ISteel-I22b-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6994","NWHSJ-ISteel-I22a-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6993","NWHSJ-ISteel-I20b-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6992","NWHSJ-ISteel-I20a-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6991","NWHSJ-ISteel-I18-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6990","NWHSJ-ISteel-I16-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6989","NWHSJ-ISteel-I14-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6988","NWHSJ-ISteel-I12.6-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6987","NWHSJ-ISteel-I12-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6986","NWHSJ-ISteel-I10-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6985","NWHSJ-ESteelAngle-L40x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6984","NWHSJ-ESteelAngle-L36x5-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6983","NWHSJ-ESteelAngle-L36x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6982","NWHSJ-ESteelAngle-L36x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6981","NWHSJ-ESteelAngle-L30x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6980","NWHSJ-ESteelAngle-L30x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6979","NWHSJ-ESteelAngle-L25x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6978","NWHSJ-ESteelAngle-L25x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6977","NWHSJ-ESteelAngle-L20x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6976","NWHSJ-ESteelAngle-L20x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6975","NWHSJ-Bolt-C5780M12X55-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6974","NWHSJ-Bolt-C5780M10X90-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6973","NWHSJ-Bolt-C5780M10X80-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6972","NWHSJ-Bolt-C5780M10X70-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6971","NWHSJ-Bolt-C5780M10X65-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6970","NWHSJ-Bolt-C5780M10X60-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6969","NWHSJ-Bolt-C5780M10X55-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6968","NWHSJ-Bolt-C5780M10X50-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6967","NWHSJ-Bolt-C5780M10X45-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6966","NWHSJ-Bolt-C5780M10X100-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6965","JSF-GM（管道型）-双速_14","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6964","JSF-GM（管道型）-单速 _12","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6963","JSF-GM（屋顶型）-双速","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6962","JSF-GM（屋顶型）-单速","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6961","JSF-GH（带消声器）-双速 _16","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6960","JSF-GH（带消声器）-单速_9","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6959","JSF-GH（不带消声器）-双速 _15","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6958","JSF-GH（不带消声器）-单速 _11","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6957","JSF-GA-双速 _13","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6956","JSF-GA-单速 _10","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6955","HTF-常压型-双速_7","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6954","HTF-常压型-单速 _4","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6953","HTF-低压型 _6","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6952","HTF-中压型-双速 _8","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6951","HTF-中压型-单速_5","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6950","HTF-W型（配钢制风帽）-双速","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6949","HTF-W型（配钢制风帽）-单速","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6948","HTF-W型（配玻璃钢风帽）-双速","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6947","HTF-W型（配玻璃钢风帽）-单速_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6946","HTF-W型（配玻璃钢风帽）-单速","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6945","F3系列风管送风式（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6944","F3系列风管送风式（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6943","F1系列风管送风式（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6942","F1系列风管送风式（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6941","DWT-Ⅳ型（涡轮式）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6940","DWT-Ⅲ型（离心式）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6939","DWT-Ⅱ型（离心式）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6938","DWT-Ⅰ型(NO3-11.2轴)","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6937","DWT-Ⅰ型(NO22以上轴)","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6936","DWT-Ⅰ型(NO12-20轴)","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6935","DFBZ(XBDZ)型-有百叶_18","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6934","DFBZ(XBDZ)型-无百叶_17","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6933","DASB(CB)型电热水机组","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6932","CWDR型常压电热水锅炉","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6931","CDW-X型开式冷却塔（四台）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6930","CDW-X型开式冷却塔（单台）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6929","CDW-X型开式冷却塔（两台）_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6928","CDW-X型开式冷却塔（两台）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6927","CDW-X型开式冷却塔（三台）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6926","CDW-S型开式冷却塔（单台四进水口）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6925","CDW-S型开式冷却塔（两台四进水口）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6924","CDW-S型开式冷却塔（三台四进水口）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6923","BJBG防爆壁式工业风扇","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6922","9-26离心风机_11","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6921","9-26离心风机_10","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6920","9-19离心风机_8","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6919","9-19离心风机_7","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6918","4-79离心风机_6","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6917","4-79离心风机_5","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6916","4-79离心风机_4","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6915","4-72-离心风机_3","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6914","4-72-离心风机_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6913","4-72-离心风机_1","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6912","风管软接头_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6911","风管软接头-与设备连接_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6910","风管软接头-与设备连接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6909","风管软接头","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6908","风冷调温型除湿机（顶出风）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6907","风冷调温型除湿机（前出风）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6906","风冷调温型除湿机室外机","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6905","静态平衡阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6904","静态平衡阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6903","静态平衡阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6902","雨沙分离装置","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6901","集气罐","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6900","集尘式自清洁过滤机组","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6899","防火阀调节阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6898","防火调节阀（手动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6897","钢制蝶阀（电动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6896","钢制蝶阀（手动）_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6895","钢制蝶阀（手动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6894","远控常闭排烟防火阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6893","进水蝶阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6892","调节止回阀关断阀（直角型）-DN40-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6891","调节止回关断阀（转角型）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6890","调节止回关断阀（直角型）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6889","角阀-DN15-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6888","角通型反冲洗过滤器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6887","螺纹型静态平衡阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6886","螺纹型自力式压差控制阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6885","螺纹型水表","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6884","螺纹型柱塞阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6883","螺纹型快开阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6882","螺纹型堵头","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6881","螺纹型动态流量平衡阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6880","螺纹型三通阀（两阀座）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6879","自清洁沙尘过滤机组","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6878","自动软水器-双阀双罐同时供水（双盐箱）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6877","自动软水器-双阀双罐一用一备","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6876","自动软水器-单阀双罐一用一备","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6875","自动软水器-单阀单路","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6874","自力式压差控制阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6873","自力式压差控制阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6872","自力式压差控制阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6871","膨胀水箱","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6870","立式(囊式)气压罐定压设备","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6869","移动式除湿机（顶出风）","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6868","移动型除湿机（前出风）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6867","直通型反冲洗过滤器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6866","电磁阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6865","电磁阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6864","电磁阀-DN100-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6863","电子除垢仪","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6862","电动调节阀（二通型）-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6861","电动蝶阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6860","电动蝶阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6859","电动排烟防火阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6858","电动排烟阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6857","电动二通阀-DN15-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6856","温度计","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6855","温度传感器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6854","液位传感器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6853","消声止回阀-DN40-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6852","消声止回阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6851","流量控制阀-DN100-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6850","流量开关","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6849","流量传感器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6848","波纹管-与设备连接","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6847","波纹管","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6846","法兰型静态平衡阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6845","法兰型超声波式热量表","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6844","法兰型电动调节阀（二通型）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6843","法兰型电动调节阀（三通型）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6842","法兰型流量控制阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6841","法兰型水表","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6840","法兰型柱塞阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6839","法兰型旋塞阀","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6838","法兰型三通阀（四阀座）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6837","法兰型三通阀（两阀座）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6836","止回阀_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6835","止回阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6834","橡胶软接头-与设备连接","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6833","橡胶软接头","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6832","柱塞阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6831","柱塞阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6830","柱塞阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6829","机械式热量表","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6828","普通四通_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6827","普通四通","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6826","普通三通（竖直）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6825","普通三通（水平）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6824","普通三通","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6823","无动力风墙式过滤装置","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6822","旋塞阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6821","排烟防火阀（手动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6820","排烟防火阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6819","排烟阀开放装置","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6818","排烟阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6817","承插四通_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6816","承插四通","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6815","承插三通（竖直）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6814","承插三通（水平）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6813","承插三通","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6812","快开阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6811","快开阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6810","弯头（竖直）-焊接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6809","弯头（竖直）-法兰连接_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6808","弯头（竖直）-法兰连接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6807","弯头（水平）-焊接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6806","弯头（水平）-法兰连接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6805","弯头-焊接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6804","弯头-法兰连接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6803","底阀-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6802","封板_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6801","封板","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6800","对开多叶调节阀（电动）_3","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6799","对开多叶调节阀（电动）_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6798","对开多叶调节阀（电动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6797","对开多叶调节阀（手动）_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6796","对开多叶调节阀（手动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6795","密闭阀（电动）_3","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6794","密闭阀（电动）_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6793","密闭阀（电动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6792","密闭阀（手动）_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6791","密闭阀（手动）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6790","孔板流量计-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6789","天圆地方","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6788","堵头-DN50-PN6_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6787","堵头-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6786","基础板-车挡埋件","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6785","圆角四通","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6784","圆角三通（竖直）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6783","圆角三通（水平）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6782","吊钩桥式起重机（小起重量）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6781","可变径普通三通（竖直）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6780","可变径普通三通（水平）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6779","可变径承插三通（水平）_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6778","可变径承插三通（水平）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6777","可变径圆角三通（水平）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6776","变径-焊接_3","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6775","变径-焊接_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6774","变径-焊接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6773","变径-法兰连接","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6772","变径","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6771","双腔微孔消声弯头（竖直）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6770","单腔微孔消声弯头（竖直）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6769","单腔微孔消声弯头（水平）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6768","升温型除湿机（顶出风）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6767","升温型除湿机（前出风）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6766","分集水器（8管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6765","分集水器（7管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6764","分集水器（6管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6763","分集水器（5管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6762","分集水器（4管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6761","分歧管","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6760","全自动水处理器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6759","倒流防止器-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6758","余压阀","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6757","乙字弯 A.1_(1)_(1)","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6756","乙字弯","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6755","三通阀（两阀座）-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6754","三通阀（两阀座）-DN50-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6753","Y型三通（竖直）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6752","Y型三通（水平）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6751","Y型三通","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6750","T型三通（竖直）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6749","T型三通（水平）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6748","T701-6 型阻抗复合式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6747","T701-5 型弧形声流式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6746","T701-4 型卡普隆管式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6745","T701-3 型聚脂泡沫塑料管式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6744","T701-2 型矿棉管式","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"6743","T40H-16型两通调节阀-DN80-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6742","T40H-16型两通调节阀-DN65-PN6","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"6741","HVAC-Duct-320x630x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6740","HVAC-Duct-320x160x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6739","HVAC-Duct-320x1250x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6738","HVAC-Duct-320x120x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6737","HVAC-Duct-250x1600x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"6736","HVAC-Duct-120x320x1.2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
